item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
39,GEREB-018-FIO-24,"Casaaben E Centro De Memória – Formação, Comunicação E Informatização","Fomentar O Processo De Resgate, Registro Catalogação, Manutenção, Atualização E O Fortalecimento Da Memória Histórica Da Enfermagem Brasileira, Por Meio Da Caminhada Organizativa Da Categoria Junto À Aben, Como Também, Promover A Educação Permanente, Comunicação E Informação Acerca Da Enfermagem.",Osvaldo Peralta Bonetti,ANGICOS,25027.000178/2024-69,EMENDA PARLAMENTAR,DEP. CARMEN ZANOTTO,,2950003,Pesquisa,2024-07-01,2026-07-01,"Ciência, Tecnologia, Saúde E Sociedade",1000000.0,870918.3,154999.98,445868.2,27000.0,398050.1,398050.1,0.0,51.2,15.5
40,GEREB-019-FIO-24,Trajetórias E Travessias - Formação De Conselheiras E Conselheiros De Saúde E De Liderança Sociais E Populares Para O Controle Social Na Área De Saúde,"Desenvolver Processo Formativo, Orientados Pelas Políticas De Educação Popular Em Saúde E Educação Permanente Para O Controle Social, Como Ferramentas Pedagógicas E Estratégicas De Fortalecimento Da Participação E Controle Social, Com Acolhimento, Troca De Saberes E Impulsionamento Do Protagonismo De Lideranças Comunitárias, Conselheiras E Conselheiros De Saúde, Com Destaque A Proteção De Populações Vulneráveis.",Osvaldo Peralta Bonetti,ANGICOS,25027.000267/2024-13,EMENDA PARLAMENTAR,DEP. DENISE PESSOA,,43530010,Ensino,2024-07-02,2026-07-02,"Ciência, Tecnologia, Saúde E Sociedade",2000000.0,2130411.01,10000.0,1467652.28,166018.8,496739.93,496739.93,0.0,68.89,0.5
41,GEREB-020-FIO-24,A Gente Quer A Vida Como A Vida Quer: A Formação-Ação De Agentes Populares De Equidade Em Saúde No Rio Grande Do Sul,"Formação-Ação Para Agentes Populares De Equidade Em Saúde No Rio Grande Do Sul Abordando A Promoção Da Saúde Com Equidade, Visando Reduzir As Vulnerabilidades E Construindo O Bem Viver Junto Aos Territórios E Comunidades.",André Luiz Dutra Fenner,PSAT,25027.000109/2024-55,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,43320013,Ensino,2024-07-02,2026-07-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1500000.0,1560675.87,2000.0,1104867.05,103689.54,352119.28,352119.28,0.0,70.79,0.13
42,GEREB-023-FIO-24,Fortalecimento Das Políticas De Defesa E De Promoção Dos Direitos Humanos Para Os Povos Indígenas Do Estado De Roraima,Reforçar A Rede De Proteção E A Assistência Humanitária Para Apoio Às Pessoas Yanomami E Demais Comunidades Indígenas Em Boa Vista/Rr.,Bruno Leonardo Alves De Andrade,ASSESSORIAS,25027.000286/2024-31,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,01/2024,Extensão,2024-07-09,2027-07-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",10913167.94,9452167.92,2430322.12,5845803.14,619157.21,2987207.57,2987207.57,0.0,61.85,22.27
43,GEREB-025-FIO-24,Projeto Marta (Manejo Do Risco De Câncer Cervical): Avaliação Do Tratamento E Adesão De Novas Tecnologias,"Avaliar Novas Estratégias De Rastreio, Triagem E Tratamento Cervical Baseados Em Hpv, Em Amostra Autocoletada, Em Serviços Na Comunidade, Na População Feminina Atendida No Sus E/Ou Em Condições De Vulnerabilidade E Que, Também, Têm Risco Acrescido De Desenvolvimento Do Câncer Do Colo Do Útero.",José Antonio Silvestre Fernandes Neto,ASSESSORIAS,25027.000256/2024-25,EMENDA PARLAMENTAR,DEP. REGINALDO VERAS,,44490015,Pesquisa,2024-07-10,2026-07-10,"Ciência, Tecnologia, Saúde E Sociedade",1000000.0,1022665.5,0.0,819987.31,50594.65,152083.54,152083.54,0.0,80.18,0.0
44,GEREB-027-FIO-24,Inclusão E Participação Social - Formação De Lideranças Sociais E Conselheiros E Conselheiras De Saúde Para O Controle Social E A Defesa Do Sus.,"Incentivar Processos Formativos De Lideranças Sociais E De Conselheiras E Conselheiros De Saúde, Em Sintonia Com Os Princípios Da Educação Popular Em Saúde E Da Educação Permanente Para O Controle Social No Sus, Visando Fortalecer A Participação Da Sociedade Nos Processos De Formulação E Deliberação Acerca Das Políticas Públicas, Com Foco, Especial Em Promover A Emancipação E Cidadania De Populações Vulnerabilizadas.",Osvaldo Peralta Bonetti,ANGICOS,25027.000245/2024-45,EMENDA PARLAMENTAR,DEP. JACK ROCHA,,4370003,Ensino,2024-07-11,2026-07-11,"Ciência, Tecnologia, Saúde E Sociedade",2300000.0,1331318.77,1100000.0,1190046.33,34800.0,106472.44,106472.44,0.0,89.39,47.83
45,GEREB-031-FIO-24,Formação De Lideranças Sociais De São Paulo Para Participação E Controle Social Em Defesa Do Sus: Troca De Saberes E O Protagonismo Das Mulheres,"Fortalecer O Processo Formativo Embasado Nos Princípios Da Educação Popular Em Saúde, Como Meio Para Promover A Participação E O Controle Social, Utilizando O Acolhimento E A Troca De Saberes Como Estratégias Para A Ressignificação E O Protagonismo Das Lideranças Comunitárias, Conselheiras E Conselheiros De Saúde, Especialmente As Mulheres, Na Luta Em Defesa Do Sus, No Estado De São Paulo.",Osvaldo Peralta Bonetti,ANGICOS,25027.000264/2024-71,EMENDA PARLAMENTAR,DEP. JULIANA CARDOSO,,44020014,Ensino,2024-07-12,2026-07-12,"Ciência, Tecnologia, Saúde E Sociedade",3900000.0,3480572.31,750000.0,2493694.24,246905.92,739972.15,739972.15,0.0,71.65,19.23
46,GEREB-030-FIO-24,Cartografando As Pautas Da Saúde No Percurso De Fortalecimento Do Sus,Contribuir Com A Produção Do Conhecimento Acerca Das Pautas Legislativas Implicadas Com O Fortalecimento Do Sus.,Osvaldo Peralta Bonetti,ANGICOS,25027.000266/2024-61,EMENDA PARLAMENTAR,DEP. ANA PIMENTEL,,43020022,Ensino,2024-07-12,2026-12-12,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",300000.0,321332.07,1000.0,179898.91,40500.0,100933.16,100933.16,0.0,55.99,0.33
47,GEREB-035-FIO-24,"Protagonismo Jovem - Feiras, Hortos, Saúde Integral, Cultura, Comunicação E Mobilização Social","Promover O Protagonismo Jovem Integrando Práticas Nos Territórios Sociais Do Df E Ações Comunicacionais - Como As Feiras E Hortos Podem Ser Instrumentos De Promoção Da Saúde Integral, Da Cultura E Da Comunicação No Distrito Federal?",André Vinícius Pires Guerrero,NUSMAD,25027.000257/2024-70,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Ensino,2024-07-16,2026-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",300000.0,315648.1,1000.0,269435.32,4070.0,42142.78,42142.78,0.0,85.36,0.33
48,GEREB-036-FIO-24,"Ações De Educação Permanente Em Saúde: Cuidados, Bem Viver, Liberdade E Democracia Como Atributos Éticos Da Educação E Do Trabalho No Sus","Promover Processos De Educação Permanente Em Saúde, Contemplando Curso Formação, Seminários, Oficinas, Congressos, Como Também Promover Estratégias De Comunicação E Sistematização Do Conhecimento, Articulando A Rede Sus, Como Também, Parcerias Internacionais Estratégicas.",Osvaldo Peralta Bonetti,ANGICOS,25027.000252/2024-47,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,43320013,Ensino,2024-07-17,2026-07-17,"Ciência, Tecnologia, Saúde E Sociedade",600000.0,582833.9,44500.01,153812.89,0.0,429021.01,429021.01,0.0,26.39,7.42
49,GEREB-028-FIO-24,Promoção Da Saúde Do Campo: As Feiras De Saberes E Sabores Na Formação-Ação Dos Apsc,Contribuir Na Formação-Ação Dos Apsc Com A Construção De Conhecimentos E Troca De Saberes E Sabores Da Agricultura Camponesa Dos Assentados E Assentadas Da Ra Na Sua Inter-Relação Com A Promoção Da Saúde,André Luiz Dutra Fenner,PSAT,25027.000185/2024-61,EMENDA PARLAMENTAR,DEP. NILTO TATTO,,37350005,Ensino,2024-07-11,2027-01-11,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.0,779196.65,250000.0,674807.52,10000.0,94389.13,94389.13,0.0,86.6,25.0
50,GEREB-037-FIO-24,Fortalecimento Da Rede De Hortos Agroflorestais Medicinais Biodinâmicos (Rhamb) No Sus Como Tecnologia Em Saúde Para Implementação De Práticas Integrativas E Promoção À Saúde Em Territórios Em Situação De Vulnerabilidade Social No Distrito Federal,Fortalecer A Rede Colaborativa Entre Os Hortos Agroflorestais Medicinais Biodinâmicos (Rhamb) Nos Serviços De Saúde Da Secretaria De Estado Da Saúde Do Distrito Federal (Ses/Df).,Wagner de Jesus Martins,COLABORATÓRIO,25027.000281/2024-17,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Pesquisa,2024-07-17,2026-07-17,Saúde E Sustentabilidade Socioambiental,550000.0,579094.37,1650.0,476106.7,47000.0,55987.67,55987.67,0.0,82.22,0.3
51,GEREB-043-FIO-24,Territórios Sustentáveis E Saudáveis Nas Periferias – Cmp/Sp,"Promover A Saúde Das Populações Vulnerabilizadas, Prioritariamente, Alicerçando-Se Na Tecnociência Solidária E Nas Práticas Integrativa E Complementares Em Saúde Para O Enfrentamento Da Fome E A Insegurança Alimentar E Nutricional Nos Territórios Urbanos.",Wagner de Jesus Martins,COLABORATÓRIO,25027.000285/2024-97,EMENDA PARLAMENTAR,DEP. VICENTINHO,,19970005,Pesquisa,2024-07-25,2026-09-24,Saúde E Sustentabilidade Socioambiental,850000.0,599049.25,317116.75,391683.01,61900.0,145466.24,145466.24,0.0,65.38,37.31
